"geo","nuts2_name","country","cntr_code","region","area","landlocked","pop","median_age","mig_rate","pop_grw_rate","le_T","le_gap","gdp","sh_trade_services","sh_industry","sh_knowledge","total_jobs","hrs_T","hrs_gap","sh_unemp"
"SK04","Východné Slovensko","Slovakia","SK","Eastern Europe",36395.6204403627,"1",1625436,38.4,-1.2,1.4,77.2,6.8,25246110000,0.234586695082965,0.232912163190744,0.0513015679707718,656.9,39.5,1.8,8.6
"TR10","İstanbul","Turkey","TR","Western Asia",9437.8048265966,"0",15067724,32.5,20.1,29.5,79.2,5.3,468673180000,0.285643122522261,0.257913198696528,0.145665123809128,4817.9,46.9,6.4,14.4
"TR21","Tekirdağ, Edirne, Kırklareli","Turkey","TR","Western Asia",33480.964241001,"0",1802315,35.8,11,15.9,78,5.7,39861330000,0.210320562939797,0.317122752150117,0.0442533229085223,639.5,44.2,5.3,10.8
"TR22","Balıkesir, Çanakkale","Turkey","TR","Western Asia",40852.1528775015,"0",1767237,39.6,1.1,2,78,5.8,29453300000,0.246384872080089,0.146644419725621,0.0378197997775306,539.4,46.2,7.5,8.5
"TR31","İzmir","Turkey","TR","Western Asia",19267.3029684844,"0",4320519,36.5,6.1,10.8,78.8,5.59999999999999,92900560000,0.257724516315333,0.249494657811146,0.081648859370488,1385.2,44.7,4.9,15.4
"TR32","Aydın, Denizli, Muğla","Turkey","TR","Western Asia",50977.5841818026,"0",3093015,37,7.8,12.3,79.2,5.40000000000001,51104730000,0.253533069530808,0.155172413793103,0.0493687582438289,1061.4,45.6,5.8,9.3
"TR33","Manisa, Afyonkarahisar, Kütahya, Uşak","Turkey","TR","Western Asia",74893.1926419356,"1",3100666,35.4,1.6,6.2,77.6,5.3,4.8602e+10,0.179919346499845,0.23679040430152,0.0277117154379071,967.1,45,4.8,9.7
"TR41","Bursa, Eskişehir, Bilecik","Turkey","TR","Western Asia",49480.9892951749,"0",4089156,34.6,11.3,17.9,78.3,5,84840920000,0.204444444444444,0.363571428571429,0.0568253968253968,1260,45.4,4.8,11
"TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Turkey","TR","Western Asia",35216.9833975955,"0",3878979,33,12.7,21.2,78.4,5.09999999999999,90641700000,0.234649879268713,0.309503276992066,0.0550189720593308,1159.6,45.5,7.1,12.9
"TR51","Ankara","Turkey","TR","Western Asia",43168.7243003351,"1",5503985,33.5,16.7,24.2,79.5,5.19999999999999,140094740000,0.235066079295154,0.142966226138032,0.105785609397944,1702.5,44.1,6.1,14.1
"TR52","Konya, Karaman","Turkey","TR","Western Asia",79626.7383905085,"1",2457522,31.4,2.3,11.4,78.8,5.2,36246660000,0.193372606774669,0.218556701030928,0.0394698085419735,679,44.3,12.7,7.9
"TR61","Antalya, Isparta, Burdur","Turkey","TR","Western Asia",57754.1496892328,"0",3137694,34.6,21.5,28.2,79.5,5,63427350000,0.341465785381026,0.0929237947122862,0.0637636080870917,1028.8,47.6,6.3,13.3
"TR62","Adana, Mersin","Turkey","TR","Western Asia",46175.7421613742,"0",4034593,32.2,1.7,10.8,78.3,5.3,56973480000,0.269102063580591,0.161740100390407,0.0415504740658115,1075.8,44.7,4.9,12
"TR63","Hatay, Kahramanmaraş, Osmaniye","Turkey","TR","Western Asia",37054.8678926979,"0",3289122,29.2,-2,9.9,78.8,3.89999999999999,37694740000,0.219258468925047,0.173512936783142,0.0382768738330221,749.8,46.2,8.1,18.4
"TR71","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir","Turkey","TR","Western Asia",52466.0983026058,"1",1603688,32.7,-4.1,2.8,78.5,5,20744830000,0.248233416913608,0.145201732391156,0.0264417597447003,438.7,43.7,7.2,13.2
"TR72","Kayseri, Sivas, Yozgat","Turkey","TR","Western Asia",100074.631119889,"1",2461269,32.4,-4.8,2.6,79,5,34051420000,0.19338628627006,0.206354352407197,0.0463608364402658,616.9,44.9,10.3,14.4
"TR81","Zonguldak, Karabük, Bartın","Turkey","TR","Western Asia",16898.3335584462,"0",1046711,37.6,-5.7,-3.8,78.5,4.90000000000001,13391490000,0.200123342584027,0.186555658341042,0.041936478569226,324.3,44.7,5.2,9.9
"TR82","Kastamonu, Çankırı, Sinop","Turkey","TR","Western Asia",47008.0547207035,"0",819468,39.2,-32.8,-32.3,78.8,5.89999999999999,10409180000,0.161716171617162,0.127475247524752,0.021039603960396,242.4,45.2,5.5,7.7
"TR83","Samsun, Tokat, Çorum, Amasya","Turkey","TR","Western Asia",66200.2267206377,"0",2822353,35.9,-1.4,2.7,78.8,5.7,32532020000,0.18947983635301,0.117475160724722,0.0330800701344243,855.5,43,7.5,8.5
"TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane","Turkey","TR","Western Asia",61201.7898391701,"0",2719113,37.1,-14.4,-10.7,80.2,6.40000000000001,33520310000,0.176859318996416,0.0779569892473118,0.02665770609319,892.8,45.6,4.1,10.3
"TRA1","Erzurum, Erzincan, Bayburt","Turkey","TR","Western Asia",69561.6027909155,"1",1086156,28.9,-14,-4.2,78.9,4.7,13066290000,0.180339985218034,0.0643015521064301,0.0450849963045085,270.6,45.9,12.2,11.1
"TRA2","Ağrı, Kars, Iğdır, Ardahan","Turkey","TR","Western Asia",51320.555637884,"1",1124898,24,-22.7,-5.8,78.5,5.39999999999999,9141910000,0.119883040935673,0.0396825396825397,0.0183792815371763,239.4,35.8,12.4,9.8
"TRB1","Malatya, Elazığ, Bingöl, Tunceli","Turkey","TR","Western Asia",61597.2627813876,"1",1762077,31.4,-12.4,-3.6,79.8,5.3,19506330000,0.176880508300881,0.109038737446198,0.0334084853453577,487.9,43.9,6.90000000000001,10.2
"TRB2","Van, Muş, Bitlis, Hakkari","Turkey","TR","Western Asia",72576.676690799,"1",2167642,22.4,-17,3.2,78.6,4.60000000000001,16535830000,0.163348647269015,0.0436447166921899,0.017100561510975,391.8,45.7,16.8,25.9
"TRC1","Gaziantep, Adıyaman, Kilis","Turkey","TR","Western Asia",24966.4063726436,"1",2795617,25.5,-0.7,15.2,77.9,4.90000000000001,33666300000,0.225151465531357,0.247093499263141,0.0317668249549697,610.7,47.6,9.09999999999999,15
"TRC2","Şanlıurfa, Diyarbakır","Turkey","TR","Western Asia",55130.1508343833,"1",3768205,21.5,-7,16.3,78.7,5.89999999999999,27336810000,0.202605645565392,0.0878570235510272,0.0315683981960915,598.7,49.8,8.6,23.6
"TRC3","Mardin, Batman, Şırnak, Siirt","Turkey","TR","Western Asia",41274.6791962168,"1",2284158,21.8,-10.6,10.1,80.1,5.40000000000001,21757120000,0.271411338962606,0.0856453558504222,0.0132689987937274,331.6,52.7,5,29.9
